"Deeplink";"Produkt-Titel";"Produktbeschreibung";"Produktbeschreibung lang";"Preis (Brutto)";"Preis (Netto)";"Währung";"europäische Artikelnummer EAN";"Anbieter Artikelnummer AAN";"Hersteller";"Hersteller Artikelnummer HAN";"Produktbild-URL";"Vorschaubild-URL";"Produktkategorie";"Versandkosten Allgemein";"Versandkosten Vorkasse";"Versandkosten Nachnahme";"Versandkosten Kreditkarte";"Versandkosten Lastschrift";"Versandkosten Rechnung";"Versandkosten PayPal";"Versandkosten Sofortüberweisung";"Lieferzeit/Verfügbarkeit";"base_price";"unit_pricing_base_measure";"unit_pricing_measure";"ext_Nettopreis";"ext_Hersteller";"ext_Herstellerartikelnummer HAN";"ext_Produktkategorie ID"
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fzellen-packs%2Fzellen-packs%2Fvarta-mempac-v150h%3FsPartner%3Dadcell";"Varta MEMPAC V150H";"Varta MEMPAC V150H 55615701012 L/B/H: 42,40 / 17,00 / 10,50 mm Ni-MH  1,2V 150mAh";"Varta MEMPAC V150H 55615701012 L/B/H: 42,40 / 17,00 / 10,50 mm Ni-MH  1,2V 150mAh";"10,90";"";"Euro";"5099113501707";"301278";"";"";"https://akkuwelt.de/media/image/a3/d6/ea/2_3361_lrg_1280x1280.jpg";"https://akkuwelt.de/media/image/a3/d6/ea/2_3361_lrg_1280x1280.jpg";"Akkus>Zellen - Packs>Zellen - Packs";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fbackup-akkus%2Fcmos-batterie-cr2032-mit-stecker-ibm-02k6541-02k6572-12j1671-12j%3FsPartner%3Dadcell";"CMOS Batterie CR2032 mit Stecker IBM 02K6541 02K6572 12J1671 12J";"CMOS Batterie CR2032 mit Stecker für IBM 02K6541, 02K6572, 12J1671, 12J1695 Höhe/Ø: 3,2 / 20,0 mm Li-Mn 3,0V  mit 220mAh kompatible Batterie - keine Originalbatterie";"CMOS Batterie CR2032 mit Stecker für IBM 02K6541, 02K6572, 12J1671, 12J1695 Höhe/Ø: 3,2 / 20,0 mm Li-Mn 3,0V  mit 220mAh kompatible Batterie - keine Originalbatterie";"12,90";"";"Euro";"4013674301291";"301291";"";"";"https://akkuwelt.de/media/image/c4/29/f3/269b-a_1280x1280.jpg";"https://akkuwelt.de/media/image/c4/29/f3/269b-a_1280x1280.jpg";"Akkus>Backup-Akkus";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"10 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fbackup-akkus%2Fersatz-backup-batterie-fuer-nec-versa-2430-versa-2435%3FsPartner%3Dadcell";"Ersatz Backup Batterie für NEC Versa 2430 Versa 2435";"Ersatzbatterie für NEC Versa 2430 Versa 2435 Ni-MH    3,6V   80mAh kompatibler Akku - kein Originalakku";"Ersatzbatterie für NEC Versa 2430 Versa 2435 Ni-MH    3,6V   80mAh kompatibler Akku - kein Originalakku";"24,90";"";"Euro";"4038338028294";"301297";"";"";"https://akkuwelt.de/media/image/1e/76/3f/2835b-a_1280x1280.jpg";"https://akkuwelt.de/media/image/1e/76/3f/2835b-a_1280x1280.jpg";"Akkus>Backup-Akkus";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fbackup-akkus%2Fersatz-backup-batterie-fuer-siemens-scenic-mobile-501-510-0202gu%3FsPartner%3Dadcell";"Ersatz Backup-Batterie für Siemens Scenic Mobile 501 510 0202GU";"Ersatz     Backup-Batterie für Siemens Scenic Mobile 501 Scenic Mobile 510 baugl. org. Hersteller-Bez.: 0202GU 05D566 06P466 0923CP   Ni-MH    7,2V   15mAh kompat...";"Ersatz     Backup-Batterie für Siemens Scenic Mobile 501 Scenic Mobile 510 baugl. org. Hersteller-Bez.: 0202GU 05D566 06P466 0923CP   Ni-MH    7,2V   15mAh kompatibler Akku - kein Originalakku";"28,00";"";"Euro";"4038338027860";"301305";"";"";"https://akkuwelt.de/media/image/82/b8/c7/2836b-a_1280x1280.jpg";"https://akkuwelt.de/media/image/82/b8/c7/2836b-a_1280x1280.jpg";"Akkus>Backup-Akkus";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fbleiakkus%2F6-volt%2Fmultipower-blei-gel-akku-mp1-6-6v-1ah-1000mah%3FsPartner%3Dadcell";"Multipower Blei Gel Akku MP1-6 6V 1Ah 1000mAh";"Multipower Blei Gel Akku AGM-Technik MP1-6 Anschluss 4,8mm L/B/H: 51 / 42 / 51 mm Gewicht: 268 gr 6V  1000mAh";"Multipower Blei Gel Akku AGM-Technik MP1-6 Anschluss 4,8mm L/B/H: 51 / 42 / 51 mm Gewicht: 268 gr 6V  1000mAh";"11,90";"";"Euro";"";"301331";"";"";"https://akkuwelt.de/media/image/f2/f0/30/2_4647_lrg_1280x1280.jpg";"https://akkuwelt.de/media/image/f2/f0/30/2_4647_lrg_1280x1280.jpg";"Akkus>Bleiakkus>6 Volt";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"7 - 14 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Findustrieakkus%2Findustrie-akku-saft-vre-d-mono-lt-5000%3FsPartner%3Dadcell";"Industrie Akku Saft VRE D Mono LT 5000";"Ersatzakku SAFT VRE D ( Mono) LT 5000 Abmessungen: 58,50 x 32,4 mm Ni-CD  1,2V  min. 4500mAh (5000mAh)";"Ersatzakku SAFT VRE D ( Mono) LT 5000 Abmessungen: 58,50 x 32,4 mm Ni-CD  1,2V  min. 4500mAh (5000mAh)";"14,90";"";"Euro";"4038338027822";"160159";"";"";"https://akkuwelt.de/media/image/1a/cf/50/3128b-a_1280x1280.jpg";"https://akkuwelt.de/media/image/1a/cf/50/3128b-a_1280x1280.jpg";"Akkus>Industrieakkus";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"7 - 14 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fbatterien%2Fknopfzellen%2Fduracell-lr43-186-ka43-ag12-v12ga-px86a-a86-lr1142-lr1142-l1142%3FsPartner%3Dadcell";"Duracell LR43 186 KA43 AG12 V12GA PX86A A86 LR1142 LR1142 L1142";"Batterie Duracell LR43 AG12  186  KA43  V12GA PX86A A86 LR1142 L1142 AlMn 1,5V";"Batterie Duracell LR43 AG12  186  KA43  V12GA PX86A A86 LR1142 L1142 AlMn 1,5V";"4,90";"";"Euro";"50936922";"301374";"";"";"https://akkuwelt.de/media/image/29/27/98/2886b-a_1280x1280.jpg";"https://akkuwelt.de/media/image/29/27/98/2886b-a_1280x1280.jpg";"Batterien>Knopfzellen";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fbatterien%2Fknopfzellen%2Fvarta-professional-v27a-v-27a12v-mn27-gp27a%3FsPartner%3Dadcell";"Varta Professional V27A V 27A12V MN27 GP27A";"Varta Professional V27A V 27A 12V MN27 GP27A AIMn 12V  19mAh";"Varta Professional V27A V 27A 12V MN27 GP27A AIMn 12V  19mAh";"3,50";"";"Euro";"4008496747009";"135480";"";"";"https://akkuwelt.de/media/image/97/9e/g0/135480_1280x1280.jpg";"https://akkuwelt.de/media/image/97/9e/g0/135480_1280x1280.jpg";"Batterien>Knopfzellen";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fbatterien%2Fknopfzellen%2Fbatterie-fuer-handsender-schellenberg-60854-60855-60856%3FsPartner%3Dadcell";"Batterie für Handsender Schellenberg 60854 60855 60856";"Batterie für Handsender Schellenberg 60854 60855 60856 Varta V 27 A V27 A 12V MN27 AIMn 12V  19mAh";"Batterie für Handsender Schellenberg 60854 60855 60856 Varta V 27 A V27 A 12V MN27 AIMn 12V  19mAh";"3,50";"";"Euro";"4891199003783";"135480x1";"";"";"https://akkuwelt.de/media/image/97/9e/g0/135480_1280x1280.jpg";"https://akkuwelt.de/media/image/97/9e/g0/135480_1280x1280.jpg";"Batterien>Knopfzellen";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"10 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fbatterien%2Fknopfzellen%2Fbatterie-gp476a-px28a-sylva-cell-fotobatterie%3FsPartner%3Dadcell";"Batterie GP476A PX28A Sylva-Cell Fotobatterie";"Batterie GP476A  PX28A Sylva-Cell Fotobatterie AIMn  6V  105mAh";"Batterie GP476A  PX28A Sylva-Cell Fotobatterie AIMn  6V  105mAh";"4,00";"";"Euro";"4891199003769";"301377";"";"";"https://akkuwelt.de/media/image/6e/46/58/614b-a_1280x1280.jpg";"https://akkuwelt.de/media/image/6e/46/58/614b-a_1280x1280.jpg";"Batterien>Knopfzellen";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fhandyakkus-smartphone-akkus%2Fmedion-lg%2Fersatz-akku-fuer-lg-510-600i%3FsPartner%3Dadcell";"Ersatz Akku für LG 510 600I";"Ersatzakku für LG 510W LG 600I   Li-Ion   3,6V  500mAh kompatibler Akku - kein Originalakku";"Ersatzakku für LG 510W LG 600I   Li-Ion   3,6V  500mAh kompatibler Akku - kein Originalakku";"10,90";"";"Euro";"4038338008555";"301424x1";"";"";"https://akkuwelt.de/media/image/5a/f4/e5/185b-b_1280x1280.jpg";"https://akkuwelt.de/media/image/5a/f4/e5/185b-b_1280x1280.jpg";"Akkus>Handyakkus / Smartphone-Akkus>MEDION / LG";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fhandyakkus-smartphone-akkus%2Fmedion-lg%2Fersatz-akku-fuer-lg-510w-lg-600i-lg510w-lg600i%3FsPartner%3Dadcell";"Ersatz Akku für LG 510W LG 600I LG510W LG600I";"Ersatzakku für LG 510W LG 600I LG510W LG600I    Li-Ion  3,6V  500mAh kompatibler Akku - kein Originalakku";"Ersatzakku für LG 510W LG 600I LG510W LG600I    Li-Ion  3,6V  500mAh kompatibler Akku - kein Originalakku";"10,90";"";"Euro";"4038338008555";"301424x2";"";"";"https://akkuwelt.de/media/image/5a/70/63/1518b-a_1280x1280.jpg";"https://akkuwelt.de/media/image/5a/70/63/1518b-a_1280x1280.jpg";"Akkus>Handyakkus / Smartphone-Akkus>MEDION / LG";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fbatterien%2Fknopfzellen%2Fmaxell-sr1120s-uhrenbatterie%3FsPartner%3Dadcell";"Maxell SR1120S Uhrenbatterie";"Maxell SR1120S Uhrenbatterie D381 SB-AS/DS V381   SIOXID 1,55V 45mAh";"Maxell SR1120S Uhrenbatterie D381 SB-AS/DS V381   SIOXID 1,55V 45mAh";"2,50";"";"Euro";"4902580130671";"301486";"";"";"https://akkuwelt.de/media/image/23/63/64/985b-a_1280x1280.jpg";"https://akkuwelt.de/media/image/23/63/64/985b-a_1280x1280.jpg";"Batterien>Knopfzellen";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fdetail%2Findex%2FsArticle%2F6170%3FsPartner%3Dadcell";"Ersatz Akku für Sony Ericsson BST-38 S500i K850 C902 K630I S500C";"Ersatzakku für Sony Ericsson BST-38 T303 W580C T650I W580I T658C W760i K850I W995 K858C V640I S500i C902 K850 C905 K630I Xperia S500C X10 S500I mini   pro Li-Ion 3,7V  900mAh kompatibler ...";"Ersatzakku für Sony Ericsson BST-38 T303 W580C T650I W580I T658C W760i K850I W995 K858C V640I S500i C902 K850 C905 K630I Xperia S500C X10 S500I mini   pro Li-Ion 3,7V  900mAh kompatibler Akku - kein Originalakku";"9,90";"";"Euro";"4038338034165";"301578";"";"";"https://akkuwelt.de/media/image/c3/2a/c6/1791b-b_1280x1280.jpg";"https://akkuwelt.de/media/image/c3/2a/c6/1791b-b_1280x1280.jpg";"Akkus>Handyakkus / Smartphone-Akkus>SONY-ERICSSON";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fhandyakkus-smartphone-akkus%2Fsony-ericsson%2Fersatz-akku-sony-ericsson-bst-36-bst36-k510i-j300i-k310i-w200i%3FsPartner%3Dadcell";"Ersatz Akku Sony Ericsson BST-36 BST36 K510I J300I K310I W200I";"Ersatzakku für Sony Ericsson J300i, K310i, K510i, W200i bauähnlich: BST-36, BST36    Li-Ion   3,7V   700mAh kompatibler Akku - kein Originalakku";"Ersatzakku für Sony Ericsson J300i, K310i, K510i, W200i bauähnlich: BST-36, BST36    Li-Ion   3,7V   700mAh kompatibler Akku - kein Originalakku";"14,90";"";"Euro";"4038338034080";"8000410";"";"";"https://akkuwelt.de/media/image/5b/31/ac/8000410_1280x1280.jpg";"https://akkuwelt.de/media/image/5b/31/ac/8000410_1280x1280.jpg";"Akkus>Handyakkus / Smartphone-Akkus>SONY-ERICSSON";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fnotebookakkustablet%2Facer%2Fersatzakku-fuer-acer-travelmate-2420-2440-3240-3250-li-ion-11-1v%3FsPartner%3Dadcell";"Ersatzakku für Acer Travelmate 2420 2440 3240 3250 Li-Ion 11,1V";"Ersatzakku für Acer Travelmate 2420 Travelmate 2440 3240 3250 3280 3300 3620 5540 5550 5560 BT.00604.006 BTP-AQJ1 BTP-AS3620 BTP-B2J1 LC.BTP01.010 MS2180 Li-Ion  11,1V  5200mAh kompatible...";"Ersatzakku für Acer Travelmate 2420 Travelmate 2440 3240 3250 3280 3300 3620 5540 5550 5560 BT.00604.006 BTP-AQJ1 BTP-AS3620 BTP-B2J1 LC.BTP01.010 MS2180 Li-Ion  11,1V  5200mAh kompatibler Akku - kein Originalakku";"44,50";"";"Euro";"4038338033847";"301587x1";"";"";"https://akkuwelt.de/media/image/cf/f3/86/1375b-a_1280x1280.jpg";"https://akkuwelt.de/media/image/cf/f3/86/1375b-a_1280x1280.jpg";"Akkus>Notebookakkus/Tablet>ACER";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"7 - 14 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fnotebookakkustablet%2Facer%2Fersatzakku-fuer-acer-travelmate-2420-2440-3240-3250-bt.00604.006%3FsPartner%3Dadcell";"Ersatzakku für Acer Travelmate 2420 2440 3240 3250 BT.00604.006";"Ersatzakku für Acer Travelmate 2420 Travelmate 2440 3240 3250 3280 3300 3620 5540 5550 5560 BT.00604.006 BTP-AQJ1 BTP-AS3620 BTP-B2J1 LC.BTP01.010 MS2180 Li-Ion 11,1V   5200mAh kompatible...";"Ersatzakku für Acer Travelmate 2420 Travelmate 2440 3240 3250 3280 3300 3620 5540 5550 5560 BT.00604.006 BTP-AQJ1 BTP-AS3620 BTP-B2J1 LC.BTP01.010 MS2180 Li-Ion 11,1V   5200mAh kompatibler Akku - kein Originalakku";"44,50";"";"Euro";"4038338033847";"301587x2";"";"";"https://akkuwelt.de/media/image/fa/38/79/1797b-a_1280x1280.jpg";"https://akkuwelt.de/media/image/fa/38/79/1797b-a_1280x1280.jpg";"Akkus>Notebookakkus/Tablet>ACER";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"7 - 14 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Ftelefonakkus%2Fsonstige%2Fersatzakku-fuer-universum-big-button-combo-combo-2%3FsPartner%3Dadcell";"Ersatzakku für Universum Big Button COMBO Combo 2";"Ersatzakku für Universum Big Button Combo Big Button Combo 2 Combo II DECT-Telefon von Quelle TFL 2x44AAA750-CD99-01A Abmessungen ca.: 45 x 20,5 x 10,6 mm Ni-MH   2,4V   mind. 6...";"Ersatzakku für Universum Big Button Combo Big Button Combo 2 Combo II DECT-Telefon von Quelle TFL 2x44AAA750-CD99-01A Abmessungen ca.: 45 x 20,5 x 10,6 mm Ni-MH   2,4V   mind. 600mAh kompatibler Akku - kein Originalakku";"9,90";"";"Euro";"4038338035407";"8004511-SL30005x1";"";"";"https://akkuwelt.de/media/image/8d/a5/fe/8004511_1-1_1280x1280.jpg";"https://akkuwelt.de/media/image/8d/a5/fe/8004511_1-1_1280x1280.jpg";"Akkus>Telefonakkus>SONSTIGE";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fzubehoer%2Fladegeraete%2Fsonstige%2Fladegeraet-2x-akku-cr-2-cr2-rcr2%3FsPartner%3Dadcell";"Ladegerät + 2x Akku CR-2 CR2 RCR2";"Akku Ladegerät Set für CR-2 Akkus Doppelschachtdegerät inkl. 2 x Lithium (Li-Fe) CR-2 Akkus mit 250mAh";"Akku Ladegerät Set für CR-2 Akkus Doppelschachtdegerät inkl. 2 x Lithium (Li-Fe) CR-2 Akkus mit 250mAh";"41,90";"";"Euro";"4038338033199";"301679";"";"";"https://akkuwelt.de/media/image/59/91/5d/1615b-a_1280x1280.jpg";"https://akkuwelt.de/media/image/59/91/5d/1615b-a_1280x1280.jpg";"Zubehör>Ladegeräte>SONSTIGE";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fzubehoer%2Fladegeraete%2Fsonstige%2Fladegeraet-fuer-cr-123a-akku-set-6205-cr17345%3FsPartner%3Dadcell";"Ladegerät für CR-123A Akku Set 6205 CR17345";"Akku Ladegerät Set für CR-123A Akku CR123A C6205 CR17345 Doppelschachtdegerät inkl. 2 x CR-123A Akkus Lithium (Li-Fe) mit 500mAh  ";"Akku Ladegerät Set für CR-123A Akku CR123A C6205 CR17345 Doppelschachtdegerät inkl. 2 x CR-123A Akkus Lithium (Li-Fe) mit 500mAh  ";"34,90";"";"Euro";"4038338033861";"301682";"";"";"https://akkuwelt.de/media/image/ed/7e/b0/565b-a_1280x1280.jpg";"https://akkuwelt.de/media/image/ed/7e/b0/565b-a_1280x1280.jpg";"Zubehör>Ladegeräte>SONSTIGE";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fnotebookakkustablet%2Ftoshiba%2Fersatzakku-toshiba-satellite-a80-a100-m50-m55-pa3399u-2brs-pa3400u-1bas%3FsPartner%3Dadcell";"Ersatzakku Toshiba Satellite A80 A100 M50 M55 PA3399U-2BRS PA3400U-1BAS";"Ersatzakku für Toshiba Satellite A80 A100 M50 M55 PA3399-2BRS Serie  PA3399U-2BAS  PA3399U-2BRS PA3400U-1BAS PABAS057 Li-Ion  10,8V  8800mAh kompatibler Akku - kein Originalakku";"Ersatzakku für Toshiba Satellite A80 A100 M50 M55 PA3399-2BRS Serie  PA3399U-2BAS  PA3399U-2BRS PA3400U-1BAS PABAS057 Li-Ion  10,8V  8800mAh kompatibler Akku - kein Originalakku";"64,90";"";"Euro";"4013674301708";"301708x1";"";"";"https://akkuwelt.de/media/image/8f/8e/c0/284b-a_1280x1280.jpg";"https://akkuwelt.de/media/image/8f/8e/c0/284b-a_1280x1280.jpg";"Akkus>Notebookakkus/Tablet>TOSHIBA";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"7 - 14 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fnotebookakkustablet%2Ftoshiba%2Fersatzakku-toshiba-satellite-pro-m40-m45-m50-m55-a80-a100-a10%3FsPartner%3Dadcell";"Ersatzakku Toshiba Satellite Pro M40 M45 M50 M55 A80 A100 A10";"Ersatzakku für Toshiba Satellite Pro M40 M45 M50 M55 A80 A100 A105 ser. TECRA S2 A3 A4 A5 ser. baugl.: PA3478U PA3478U-1BRS PA3399U1-BRS PA3399U1-BAS PA3399U-2BAS PA3399U-2BRS PABAS057 PA3400U-1BAS...";"Ersatzakku für Toshiba Satellite Pro M40 M45 M50 M55 A80 A100 A105 ser. TECRA S2 A3 A4 A5 ser. baugl.: PA3478U PA3478U-1BRS PA3399U1-BRS PA3399U1-BAS PA3399U-2BAS PA3399U-2BRS PABAS057 PA3400U-1BAS PA3400U-1BRL PA3451U PABAS067 PABAS076 PABAS077 Li-Ion  10,8V   8800mAh kompatibler Akku - kein Originalakku";"64,90";"";"Euro";"4038338014730";"301708x2";"";"";"https://akkuwelt.de/media/image/4f/7d/ef/2_3219_lrg_1280x1280.jpg";"https://akkuwelt.de/media/image/4f/7d/ef/2_3219_lrg_1280x1280.jpg";"Akkus>Notebookakkus/Tablet>TOSHIBA";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"7 - 14 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fhandyakkus-smartphone-akkus%2Fnokia%2Fersatz-akku-fuer-nokia-n95-8gb-bl-6f%3FsPartner%3Dadcell";"Ersatz Akku für Nokia N95 8GB BL-6F";"Ersatzakku für Nokia N95 8GB baugl. Org. Hersteller-Bez.: BL-6F L/B/H: 45 / 40 / 6mm    Li-Ion  3,6V  900mAh kompatibler Akku - kein Originalakku";"Ersatzakku für Nokia N95 8GB baugl. Org. Hersteller-Bez.: BL-6F L/B/H: 45 / 40 / 6mm    Li-Ion  3,6V  900mAh kompatibler Akku - kein Originalakku";"14,90";"";"Euro";"4038338034530";"301913";"";"";"https://akkuwelt.de/media/image/49/70/cd/1885b-a_1280x1280.jpg";"https://akkuwelt.de/media/image/49/70/cd/1885b-a_1280x1280.jpg";"Akkus>Handyakkus / Smartphone-Akkus>NOKIA";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fhandyakkus-smartphone-akkus%2Fnokia%2Fersatz-akku-nokia-bp-6mt-e51-n81-n81-8gb-n82%3FsPartner%3Dadcell";"Ersatz Akku Nokia BP-6MT E51 N81 N81 8GB N82";"Ersatzakku für Nokia E51 N81, N81 8GB, N82 bauähnlich: BP-6MT Li-Ion  3,7V  1120mAh kompatibler Akku - kein Originalakku B271601DA";"Ersatzakku für Nokia E51 N81, N81 8GB, N82 bauähnlich: BP-6MT Li-Ion  3,7V  1120mAh kompatibler Akku - kein Originalakku B271601DA";"16,90";"";"Euro";"4038338034523";"301914";"";"";"https://akkuwelt.de/media/image/c9/98/1b/1824b-a_1280x1280.jpg";"https://akkuwelt.de/media/image/c9/98/1b/1824b-a_1280x1280.jpg";"Akkus>Handyakkus / Smartphone-Akkus>NOKIA";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"7 - 14 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fhandyakkus-smartphone-akkus%2Fnokia%2Fersatz-akku-fuer-nokia-5310-xpress-music-bl-4ct-bl4ct-rm-325-qtkr%3FsPartner%3Dadcell";"Ersatz Akku für Nokia 5310 XPRESS MUSIC BL-4CT BL4CT RM-325 QTKR";"Ersatzakku für Nokia 5310 5310 XPRESS MUSIC BL-4CT   RM-325 QTKRM325 Li-Ion   3,7V   mind. 820mAh kompatibler Akku - kein Originalakku";"Ersatzakku für Nokia 5310 5310 XPRESS MUSIC BL-4CT   RM-325 QTKRM325 Li-Ion   3,7V   mind. 820mAh kompatibler Akku - kein Originalakku";"14,90";"";"Euro";"4038338034516";"301915x1";"";"";"https://akkuwelt.de/media/image/be/66/51/2072b-b_1280x1280.jpg";"https://akkuwelt.de/media/image/be/66/51/2072b-b_1280x1280.jpg";"Akkus>Handyakkus / Smartphone-Akkus>NOKIA";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"10 Tage";"";"";"";"";"Div.";"";""
